amount,hour,sender_state,receiver_state,sender_bank,receiver_bank,transaction_type,past_txn_count_7d,past_avg_amount_7d,device_type,is_vpa_verified,fraud_flag
814.5888995014833,9,HR,DL,CANARA,HDFC,P2P,26,1135.3246198128163,Android,1,0
400.5983955800277,19,KA,TS,IDBI,CANARA,P2P,15,960.6310298109004,Android,1,0
554.8579981181401,17,WB,DL,BOI,KOTAK,P2P,3,656.535916170913,Android,1,0
1195.2187626162004,19,TS,HR,KOTAK,ICICI,P2P,15,710.857698887871,Android,1,0
1339.9107318802626,6,HR,GA,ICICI,HDFC,P2P,21,381.1367945807423,FeaturePhone,1,0
1101.276928141849,15,DL,DL,BOI,IDBI,P2P,4,1000.2022585597788,iOS,1,0
610.4492347184123,17,AP,BR,AXIS,KOTAK,P2M,12,118.763154348988,Android,1,0
875.9975164061559,8,TS,TN,IDBI,AXIS,P2P,27,1030.469207554344,Android,1,0
1283.8740843271748,11,KL,RJ,IDBI,CANARA,P2P,7,1.0,FeaturePhone,1,0
536.4293990531461,6,MH,HR,SBI,BOI,P2P,18,976.589166805224,FeaturePhone,1,0
1385.5493203345736,9,RJ,TN,ICICI,ICICI,P2M,5,841.173857047496,Android,1,0
694.3812176020238,18,DL,HR,AXIS,AXIS,P2P,22,1144.6333058590674,iOS,1,0
1144.266061425909,12,UP,DL,BOI,KOTAK,P2M,8,585.207870239923,Android,1,0
1094.6483950913218,16,KL,KA,KOTAK,ICICI,P2M,24,681.2114473706066,Android,1,0
224.86154933795436,12,AP,TN,AXIS,AXIS,P2P,22,1104.7626241277226,Android,1,0
2128.5916357468427,22,KA,GJ,IDBI,PNB,P2M,5,475.93527203733686,iOS,1,1
1441.7149713282406,21,BR,GA,AXIS,SBI,P2M,9,431.7150906326925,Android,1,0
1096.177526824507,8,DL,TN,PNB,IDBI,P2P,5,863.8927662713724,Android,1,0
1155.0224380934949,15,KL,KL,BOI,HDFC,P2M,29,1333.580408934006,Android,1,0
1345.921143941383,9,KA,DL,UBI,PNB,P2P,28,258.7721140380544,Android,1,0
433.8506497915373,18,AP,MP,HDFC,SBI,P2M,3,1014.5461128689212,iOS,1,0
794.5866459651821,19,MH,MH,ICICI,ICICI,P2P,11,826.2803225336418,iOS,0,0
811.7719356039947,15,GJ,BR,HDFC,AXIS,Refund,3,640.8365020178696,Android,0,0
706.7561322664963,16,GA,UP,UBI,BOI,P2M,16,447.8968260177548,iOS,0,0
140.98843349194783,12,TN,KL,SBI,AXIS,P2P,14,949.7844818338598,Android,1,0
327.81133565709376,9,TS,WB,BOI,BOI,P2P,6,781.879747229879,Android,0,0
712.7193018073557,6,BR,GA,BOI,SBI,Refund,12,955.0237641722082,iOS,1,0
1409.8040186999897,17,KL,BR,HDFC,CANARA,Refund,29,1031.6785118337716,Android,1,0
795.4391779418493,8,TS,TN,SBI,SBI,P2P,23,829.4548671419836,iOS,1,0
992.313504264534,18,AP,MP,HDFC,SBI,P2P,28,899.33509069445,Android,1,0
606.0575057700229,14,KL,DL,ICICI,UBI,P2P,4,779.2932740075868,Android,0,0
1684.9019378299577,9,KA,DL,SBI,ICICI,P2P,13,1467.2230606913004,Android,0,0
308.33136993452047,7,GA,UP,IDBI,AXIS,P2P,17,943.3321646382084,iOS,1,0
369.77487935533736,19,MP,GJ,PNB,ICICI,P2M,15,1159.8495241543117,iOS,1,0
1208.3665632882326,19,TN,KA,BOI,ICICI,P2M,9,751.5636427770211,Android,0,0
5846.243063914482,22,GA,GJ,SBI,SBI,P2M,1,1.0,Android,1,1
971.8426412927791,10,TS,TS,CANARA,ICICI,P2M,1,396.4002241158346,iOS,1,0
3440.1521749669446,2,WB,UP,SBI,SBI,P2P,0,1057.0056256101718,iOS,0,1
3262.93607709156,2,KA,UP,SBI,PNB,P2M,5,487.9942186191372,Android,1,1
1520.385955412999,9,UP,RJ,UBI,PNB,P2M,29,1332.7454275627997,Android,1,0
863.5735730152036,8,BR,GJ,SBI,HDFC,P2P,15,494.4326297941147,iOS,1,0
7004.6475525642745,4,HR,HR,BOI,PNB,P2M,0,1.0,iOS,0,1
9152.65068409776,0,GJ,MH,AXIS,IDBI,P2M,2,353.66562005328694,Android,0,1
1007.172703448704,10,KA,DL,UBI,CANARA,P2M,18,1313.4726318256453,Android,1,0
480.0240745143246,7,GA,TS,CANARA,KOTAK,P2M,10,960.775431520639,iOS,1,0
937.2825843309888,11,TS,WB,KOTAK,IDBI,P2P,5,961.3563934016008,Android,1,0
315.4956797599741,14,MP,KA,AXIS,PNB,P2M,23,891.8838600193329,Android,1,0
1208.3665632882326,19,TN,KA,BOI,ICICI,P2M,9,751.5636427770211,Android,0,0
708.5082893756553,10,DL,GJ,BOI,UBI,P2P,17,991.6943991079156,iOS,1,0
4545.542747538559,23,MH,MP,UBI,CANARA,P2M,3,1402.8012803951365,Android,0,1
1359.9233166506633,21,DL,GJ,SBI,KOTAK,P2P,7,937.5940815342028,Android,1,0
793.3054838790069,11,WB,KL,CANARA,SBI,P2M,7,817.7290271789685,Android,1,0
1115.9348511680294,20,KA,HR,ICICI,CANARA,P2P,10,877.4683263608077,Android,0,0
531.556189969489,20,KL,DL,AXIS,ICICI,P2P,27,1176.6539195887058,Android,1,0
1452.8787500860124,16,RJ,BR,AXIS,PNB,P2M,12,343.8398886199409,iOS,1,0
635.081917149575,18,TN,GA,UBI,BOI,P2P,14,177.19683589558394,iOS,0,0
1208.808048614615,6,DL,MH,SBI,CANARA,P2P,4,25.8619625486765,Android,0,0
627.8578901330268,20,KL,HR,UBI,BOI,P2M,4,1240.869767760556,iOS,1,0
862.0511779725265,20,KL,MP,CANARA,SBI,P2P,17,1201.670638401144,Android,1,0
617.4436886411848,8,MH,AP,BOI,BOI,P2P,21,947.9094231885052,Android,1,0
1635.5398553376067,12,HR,TS,PNB,CANARA,P2P,18,994.1121463092508,iOS,1,0
1123.4618800293513,8,TS,DL,IDBI,CANARA,P2M,18,374.0466502727135,Android,1,0
177.36509380452674,8,KA,BR,CANARA,AXIS,P2M,20,923.484808653174,Android,1,0
1297.9098683104455,18,TN,BR,SBI,UBI,P2M,26,497.5559844055333,Android,0,0
916.0826624148854,12,GA,MH,PNB,SBI,P2M,27,708.3257300069055,Android,1,0
615.9102239476084,11,DL,AP,HDFC,KOTAK,P2P,15,546.0189516015005,iOS,1,0
3297.67584565027,23,UP,BR,HDFC,ICICI,P2P,0,167.4710448405909,Android,0,1
766.2029234805617,7,AP,MH,KOTAK,AXIS,P2M,16,1241.4740375692097,iOS,1,0
1602.7205015463826,16,UP,DL,CANARA,BOI,P2P,16,359.91306792379845,iOS,1,0
1027.167457841802,16,GA,DL,HDFC,ICICI,P2P,17,846.6152792157038,Android,1,0
322.6839404406086,12,AP,MH,IDBI,BOI,P2P,19,862.9664367328411,Android,1,0
886.7542953147525,11,WB,BR,BOI,IDBI,P2P,3,665.110312687731,iOS,0,0
1425.596262491395,17,GJ,MP,HDFC,KOTAK,Refund,2,618.455459722705,FeaturePhone,0,0
671.1815882501302,14,KA,MP,IDBI,UBI,P2P,22,436.6361066978834,Android,1,0
1794.6356646710565,9,HR,HR,ICICI,ICICI,P2P,11,638.3857360470987,Android,1,0
800.8463994901491,13,MH,TN,ICICI,SBI,P2P,18,934.1188581539795,iOS,1,0
633.386545860448,18,WB,TN,KOTAK,ICICI,P2M,19,1152.3787254398003,Android,1,0
1013.033517825767,17,WB,UP,ICICI,KOTAK,P2P,9,261.0830426328191,Android,1,0
944.9154166018632,11,KL,KA,AXIS,ICICI,P2M,24,1097.5329473214606,Android,1,0
421.7963697266781,7,DL,UP,HDFC,HDFC,P2P,28,233.30197206080103,Android,1,0
727.0992626242662,19,TN,MP,SBI,SBI,P2M,4,749.404991006134,FeaturePhone,0,0
4109.809666295532,2,RJ,GA,HDFC,SBI,P2M,1,343.91352814817606,Android,0,1
861.8947262799986,8,UP,BR,PNB,PNB,P2P,21,575.2111812023527,iOS,1,0
1051.9343764928665,15,TS,WB,IDBI,ICICI,Refund,2,485.91173114889307,Android,1,0
